"","Dataset","Model","Feature","Feature_Value","group_size","Feature_EN","Feature_Value_EN","stage","Metric","Value"
"754","TrainTest","BR","geslacht","V",1356,"gender","F","TrainTest/BR","ERROR",43.7315634218289
"755","TrainTest","BR","IsFulltimeParent","1",NA,"IsFulltimeParent","Full-time parent","TrainTest/BR","TN",NA
"756","TrainTest","BR","IsFulltimeParent","1",NA,"IsFulltimeParent","Full-time parent","TrainTest/BR","FP",NA
"757","TrainTest","BR","IsFulltimeParent","1",NA,"IsFulltimeParent","Full-time parent","TrainTest/BR","FN",NA
"758","TrainTest","BR","IsFulltimeParent","1",NA,"IsFulltimeParent","Full-time parent","TrainTest/BR","TP",NA
"759","TrainTest","BR","IsFulltimeParent","1",NA,"IsFulltimeParent","Full-time parent","TrainTest/BR","TOTAL",NA
"760","TrainTest","BR","IsFulltimeParent","1",NA,"IsFulltimeParent","Full-time parent","TrainTest/BR","ACT_N",NA
"761","TrainTest","BR","IsFulltimeParent","1",NA,"IsFulltimeParent","Full-time parent","TrainTest/BR","ACT_P",NA
"762","TrainTest","BR","IsFulltimeParent","1",NA,"IsFulltimeParent","Full-time parent","TrainTest/BR","PRED_P",NA
"763","TrainTest","BR","IsFulltimeParent","1",NA,"IsFulltimeParent","Full-time parent","TrainTest/BR","PRED_N",NA
"764","TrainTest","BR","IsFulltimeParent","1",NA,"IsFulltimeParent","Full-time parent","TrainTest/BR","FPR",NA
"765","TrainTest","BR","IsFulltimeParent","1",NA,"IsFulltimeParent","Full-time parent","TrainTest/BR","PPV",NA
"766","TrainTest","BR","IsFulltimeParent","1",NA,"IsFulltimeParent","Full-time parent","TrainTest/BR","TPR",NA
"767","TrainTest","BR","IsFulltimeParent","1",NA,"IsFulltimeParent","Full-time parent","TrainTest/BR","ERROR",NA
"768","TrainTest","BR","IsFulltimeParent","0",2846,"IsFulltimeParent","Not full-time parent","TrainTest/BR","TN",31.939564300773
"769","TrainTest","BR","IsFulltimeParent","0",2846,"IsFulltimeParent","Not full-time parent","TrainTest/BR","FP",11.5952213633169
"770","TrainTest","BR","IsFulltimeParent","0",2846,"IsFulltimeParent","Not full-time parent","TrainTest/BR","FN",32.7828531271961
"771","TrainTest","BR","IsFulltimeParent","0",2846,"IsFulltimeParent","Not full-time parent","TrainTest/BR","TP",23.682361208714
"772","TrainTest","BR","IsFulltimeParent","0",2846,"IsFulltimeParent","Not full-time parent","TrainTest/BR","TOTAL",100
"773","TrainTest","BR","IsFulltimeParent","0",2846,"IsFulltimeParent","Not full-time parent","TrainTest/BR","ACT_N",43.53478566409
"774","TrainTest","BR","IsFulltimeParent","0",2846,"IsFulltimeParent","Not full-time parent","TrainTest/BR","ACT_P",56.46521433591
"775","TrainTest","BR","IsFulltimeParent","0",2846,"IsFulltimeParent","Not full-time parent","TrainTest/BR","PRED_P",35.2775825720309
"776","TrainTest","BR","IsFulltimeParent","0",2846,"IsFulltimeParent","Not full-time parent","TrainTest/BR","PRED_N",64.7224174279691
"777","TrainTest","BR","IsFulltimeParent","0",2846,"IsFulltimeParent","Not full-time parent","TrainTest/BR","FPR",26.634382566586
"778","TrainTest","BR","IsFulltimeParent","0",2846,"IsFulltimeParent","Not full-time parent","TrainTest/BR","PPV",67.1314741035857
"779","TrainTest","BR","IsFulltimeParent","0",2846,"IsFulltimeParent","Not full-time parent","TrainTest/BR","TPR",41.9415059116366
"780","TrainTest","BR","IsFulltimeParent","0",2846,"IsFulltimeParent","Not full-time parent","TrainTest/BR","ERROR",44.378074490513
"781","TrainTest","BR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","TrainTest/BR","TN",NA
"782","TrainTest","BR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","TrainTest/BR","FP",NA
"783","TrainTest","BR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","TrainTest/BR","FN",NA
"784","TrainTest","BR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","TrainTest/BR","TP",NA
"785","TrainTest","BR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","TrainTest/BR","TOTAL",NA
"786","TrainTest","BR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","TrainTest/BR","ACT_N",NA
"787","TrainTest","BR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","TrainTest/BR","ACT_P",NA
"788","TrainTest","BR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","TrainTest/BR","PRED_P",NA
"789","TrainTest","BR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","TrainTest/BR","PRED_N",NA
"790","TrainTest","BR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","TrainTest/BR","FPR",NA
"791","TrainTest","BR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","TrainTest/BR","PPV",NA
"792","TrainTest","BR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","TrainTest/BR","TPR",NA
"793","TrainTest","BR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","TrainTest/BR","ERROR",NA
"794","TrainTest","BR","IsParttimeParent","0",3340,"IsParttimeParent","Not part-time parent","TrainTest/BR","TN",34.2215568862275
"795","TrainTest","BR","IsParttimeParent","0",3340,"IsParttimeParent","Not part-time parent","TrainTest/BR","FP",10.9880239520958
"796","TrainTest","BR","IsParttimeParent","0",3340,"IsParttimeParent","Not part-time parent","TrainTest/BR","FN",33.0239520958084
"797","TrainTest","BR","IsParttimeParent","0",3340,"IsParttimeParent","Not part-time parent","TrainTest/BR","TP",21.7664670658683
"798","TrainTest","BR","IsParttimeParent","0",3340,"IsParttimeParent","Not part-time parent","TrainTest/BR","TOTAL",100
"799","TrainTest","BR","IsParttimeParent","0",3340,"IsParttimeParent","Not part-time parent","TrainTest/BR","ACT_N",45.2095808383234
"800","TrainTest","BR","IsParttimeParent","0",3340,"IsParttimeParent","Not part-time parent","TrainTest/BR","ACT_P",54.7904191616766
"801","TrainTest","BR","IsParttimeParent","0",3340,"IsParttimeParent","Not part-time parent","TrainTest/BR","PRED_P",32.7544910179641
"802","TrainTest","BR","IsParttimeParent","0",3340,"IsParttimeParent","Not part-time parent","TrainTest/BR","PRED_N",67.2455089820359
"803","TrainTest","BR","IsParttimeParent","0",3340,"IsParttimeParent","Not part-time parent","TrainTest/BR","FPR",24.3046357615894
"804","TrainTest","BR","IsParttimeParent","0",3340,"IsParttimeParent","Not part-time parent","TrainTest/BR","PPV",66.453382084095
"805","TrainTest","BR","IsParttimeParent","0",3340,"IsParttimeParent","Not part-time parent","TrainTest/BR","TPR",39.7267759562842
"806","TrainTest","BR","IsParttimeParent","0",3340,"IsParttimeParent","Not part-time parent","TrainTest/BR","ERROR",44.0119760479042
"807","TrainTest","BR","Leeftijd&lt;30","1",1081,"Age < 30","below 30","TrainTest/BR","TN",27.7520814061055
"808","TrainTest","BR","Leeftijd&lt;30","1",1081,"Age < 30","below 30","TrainTest/BR","FP",13.5985198889917
"809","TrainTest","BR","Leeftijd&lt;30","1",1081,"Age < 30","below 30","TrainTest/BR","FN",32.1924144310823
"810","TrainTest","BR","Leeftijd&lt;30","1",1081,"Age < 30","below 30","TrainTest/BR","TP",26.4569842738205
"811","TrainTest","BR","Leeftijd&lt;30","1",1081,"Age < 30","below 30","TrainTest/BR","TOTAL",100
"812","TrainTest","BR","Leeftijd&lt;30","1",1081,"Age < 30","below 30","TrainTest/BR","ACT_N",41.3506012950971
"813","TrainTest","BR","Leeftijd&lt;30","1",1081,"Age < 30","below 30","TrainTest/BR","ACT_P",58.6493987049029
"814","TrainTest","BR","Leeftijd&lt;30","1",1081,"Age < 30","below 30","TrainTest/BR","PRED_P",40.0555041628122
"815","TrainTest","BR","Leeftijd&lt;30","1",1081,"Age < 30","below 30","TrainTest/BR","PRED_N",59.9444958371878
"816","TrainTest","BR","Leeftijd&lt;30","1",1081,"Age < 30","below 30","TrainTest/BR","FPR",32.8859060402685
"817","TrainTest","BR","Leeftijd&lt;30","1",1081,"Age < 30","below 30","TrainTest/BR","PPV",66.0508083140878
"818","TrainTest","BR","Leeftijd&lt;30","1",1081,"Age < 30","below 30","TrainTest/BR","TPR",45.1104100946372
"819","TrainTest","BR","Leeftijd&lt;30","1",1081,"Age < 30","below 30","TrainTest/BR","ERROR",45.790934320074
"820","TrainTest","BR","Leeftijd&lt;30","0",2317,"Age < 30","above 30","TrainTest/BR","TN",37.3327578765645
"821","TrainTest","BR","Leeftijd&lt;30","0",2317,"Age < 30","above 30","TrainTest/BR","FP",9.75399223133362
"822","TrainTest","BR","Leeftijd&lt;30","0",2317,"Age < 30","above 30","TrainTest/BR","FN",33.1894691411308
"823","TrainTest","BR","Leeftijd&lt;30","0",2317,"Age < 30","above 30","TrainTest/BR","TP",19.7237807509711
"824","TrainTest","BR","Leeftijd&lt;30","0",2317,"Age < 30","above 30","TrainTest/BR","TOTAL",100
"825","TrainTest","BR","Leeftijd&lt;30","0",2317,"Age < 30","above 30","TrainTest/BR","ACT_N",47.0867501078981
"826","TrainTest","BR","Leeftijd&lt;30","0",2317,"Age < 30","above 30","TrainTest/BR","ACT_P",52.9132498921019
"827","TrainTest","BR","Leeftijd&lt;30","0",2317,"Age < 30","above 30","TrainTest/BR","PRED_P",29.4777729823047
"828","TrainTest","BR","Leeftijd&lt;30","0",2317,"Age < 30","above 30","TrainTest/BR","PRED_N",70.5222270176953
"829","TrainTest","BR","Leeftijd&lt;30","0",2317,"Age < 30","above 30","TrainTest/BR","FPR",20.7149404216315
"830","TrainTest","BR","Leeftijd&lt;30","0",2317,"Age < 30","above 30","TrainTest/BR","PPV",66.9106881405564
"831","TrainTest","BR","Leeftijd&lt;30","0",2317,"Age < 30","above 30","TrainTest/BR","TPR",37.2756933115824
"832","TrainTest","BR","Leeftijd&lt;30","0",2317,"Age < 30","above 30","TrainTest/BR","ERROR",42.9434613724644
"833","TrainTest","BR","Leeftijd&lt;40","1",2055,"Age < 40","below 40","TrainTest/BR","TN",31.4841849148419
"834","TrainTest","BR","Leeftijd&lt;40","1",2055,"Age < 40","below 40","TrainTest/BR","FP",12.5060827250608
"835","TrainTest","BR","Leeftijd&lt;40","1",2055,"Age < 40","below 40","TrainTest/BR","FN",32.2627737226277
"836","TrainTest","BR","Leeftijd&lt;40","1",2055,"Age < 40","below 40","TrainTest/BR","TP",23.7469586374696
"837","TrainTest","BR","Leeftijd&lt;40","1",2055,"Age < 40","below 40","TrainTest/BR","TOTAL",100
"838","TrainTest","BR","Leeftijd&lt;40","1",2055,"Age < 40","below 40","TrainTest/BR","ACT_N",43.9902676399027
"839","TrainTest","BR","Leeftijd&lt;40","1",2055,"Age < 40","below 40","TrainTest/BR","ACT_P",56.0097323600973
"840","TrainTest","BR","Leeftijd&lt;40","1",2055,"Age < 40","below 40","TrainTest/BR","PRED_P",36.2530413625304
"841","TrainTest","BR","Leeftijd&lt;40","1",2055,"Age < 40","below 40","TrainTest/BR","PRED_N",63.7469586374696
"842","TrainTest","BR","Leeftijd&lt;40","1",2055,"Age < 40","below 40","TrainTest/BR","FPR",28.429203539823
"843","TrainTest","BR","Leeftijd&lt;40","1",2055,"Age < 40","below 40","TrainTest/BR","PPV",65.503355704698
"844","TrainTest","BR","Leeftijd&lt;40","1",2055,"Age < 40","below 40","TrainTest/BR","TPR",42.3979148566464
"845","TrainTest","BR","Leeftijd&lt;40","1",2055,"Age < 40","below 40","TrainTest/BR","ERROR",44.7688564476886
"846","TrainTest","BR","Leeftijd&lt;40","0",1343,"Age < 40","above 40","TrainTest/BR","TN",38.5703648548027
"847","TrainTest","BR","Leeftijd&lt;40","0",1343,"Age < 40","above 40","TrainTest/BR","FP",8.6373790022338
"848","TrainTest","BR","Leeftijd&lt;40","0",1343,"Age < 40","above 40","TrainTest/BR","FN",33.8049143708116
"849","TrainTest","BR","Leeftijd&lt;40","0",1343,"Age < 40","above 40","TrainTest/BR","TP",18.9873417721519
"850","TrainTest","BR","Leeftijd&lt;40","0",1343,"Age < 40","above 40","TrainTest/BR","TOTAL",100
"851","TrainTest","BR","Leeftijd&lt;40","0",1343,"Age < 40","above 40","TrainTest/BR","ACT_N",47.2077438570365
"852","TrainTest","BR","Leeftijd&lt;40","0",1343,"Age < 40","above 40","TrainTest/BR","ACT_P",52.7922561429635
"853","TrainTest","BR","Leeftijd&lt;40","0",1343,"Age < 40","above 40","TrainTest/BR","PRED_P",27.6247207743857
"854","TrainTest","BR","Leeftijd&lt;40","0",1343,"Age < 40","above 40","TrainTest/BR","PRED_N",72.3752792256143
"855","TrainTest","BR","Leeftijd&lt;40","0",1343,"Age < 40","above 40","TrainTest/BR","FPR",18.2965299684543
"856","TrainTest","BR","Leeftijd&lt;40","0",1343,"Age < 40","above 40","TrainTest/BR","PPV",68.733153638814
"857","TrainTest","BR","Leeftijd&lt;40","0",1343,"Age < 40","above 40","TrainTest/BR","TPR",35.966149506347
"858","TrainTest","BR","Leeftijd&lt;40","0",1343,"Age < 40","above 40","TrainTest/BR","ERROR",42.4422933730454
"859","TrainTest","BR","Leeftijd&lt;50","1",2740,"Age < 50","below 50","TrainTest/BR","TN",32.5912408759124
"860","TrainTest","BR","Leeftijd&lt;50","1",2740,"Age < 50","below 50","TrainTest/BR","FP",11.970802919708
"861","TrainTest","BR","Leeftijd&lt;50","1",2740,"Age < 50","below 50","TrainTest/BR","FN",32.5912408759124
"862","TrainTest","BR","Leeftijd&lt;50","1",2740,"Age < 50","below 50","TrainTest/BR","TP",22.8467153284672
"863","TrainTest","BR","Leeftijd&lt;50","1",2740,"Age < 50","below 50","TrainTest/BR","TOTAL",100
"864","TrainTest","BR","Leeftijd&lt;50","1",2740,"Age < 50","below 50","TrainTest/BR","ACT_N",44.5620437956204
"865","TrainTest","BR","Leeftijd&lt;50","1",2740,"Age < 50","below 50","TrainTest/BR","ACT_P",55.4379562043796
"866","TrainTest","BR","Leeftijd&lt;50","1",2740,"Age < 50","below 50","TrainTest/BR","PRED_P",34.8175182481752
"867","TrainTest","BR","Leeftijd&lt;50","1",2740,"Age < 50","below 50","TrainTest/BR","PRED_N",65.1824817518248
"868","TrainTest","BR","Leeftijd&lt;50","1",2740,"Age < 50","below 50","TrainTest/BR","FPR",26.8632268632269
"869","TrainTest","BR","Leeftijd&lt;50","1",2740,"Age < 50","below 50","TrainTest/BR","PPV",65.6184486373166
"870","TrainTest","BR","Leeftijd&lt;50","1",2740,"Age < 50","below 50","TrainTest/BR","TPR",41.211323238973
"871","TrainTest","BR","Leeftijd&lt;50","1",2740,"Age < 50","below 50","TrainTest/BR","ERROR",44.5620437956204
"872","TrainTest","BR","Leeftijd&lt;50","0",658,"Age < 50","above 50","TrainTest/BR","TN",41.3373860182371
"873","TrainTest","BR","Leeftijd&lt;50","0",658,"Age < 50","above 50","TrainTest/BR","FP",6.83890577507599
"874","TrainTest","BR","Leeftijd&lt;50","0",658,"Age < 50","above 50","TrainTest/BR","FN",34.0425531914894
"875","TrainTest","BR","Leeftijd&lt;50","0",658,"Age < 50","above 50","TrainTest/BR","TP",17.7811550151976
"876","TrainTest","BR","Leeftijd&lt;50","0",658,"Age < 50","above 50","TrainTest/BR","TOTAL",100
"877","TrainTest","BR","Leeftijd&lt;50","0",658,"Age < 50","above 50","TrainTest/BR","ACT_N",48.1762917933131
"878","TrainTest","BR","Leeftijd&lt;50","0",658,"Age < 50","above 50","TrainTest/BR","ACT_P",51.8237082066869
"879","TrainTest","BR","Leeftijd&lt;50","0",658,"Age < 50","above 50","TrainTest/BR","PRED_P",24.6200607902736
"880","TrainTest","BR","Leeftijd&lt;50","0",658,"Age < 50","above 50","TrainTest/BR","PRED_N",75.3799392097264
"881","TrainTest","BR","Leeftijd&lt;50","0",658,"Age < 50","above 50","TrainTest/BR","FPR",14.1955835962145
"882","TrainTest","BR","Leeftijd&lt;50","0",658,"Age < 50","above 50","TrainTest/BR","PPV",72.2222222222222
"883","TrainTest","BR","Leeftijd&lt;50","0",658,"Age < 50","above 50","TrainTest/BR","TPR",34.3108504398827
"884","TrainTest","BR","Leeftijd&lt;50","0",658,"Age < 50","above 50","TrainTest/BR","ERROR",40.8814589665653
"885","TrainTest","BR","IsNederlands","1",2778,"Dutch","Dutch","TrainTest/BR","TN",34.4132469402448
"886","TrainTest","BR","IsNederlands","1",2778,"Dutch","Dutch","TrainTest/BR","FP",10.943124550036
"887","TrainTest","BR","IsNederlands","1",2778,"Dutch","Dutch","TrainTest/BR","FN",32.9013678905688
"888","TrainTest","BR","IsNederlands","1",2778,"Dutch","Dutch","TrainTest/BR","TP",21.7422606191505
"889","TrainTest","BR","IsNederlands","1",2778,"Dutch","Dutch","TrainTest/BR","TOTAL",100
"890","TrainTest","BR","IsNederlands","1",2778,"Dutch","Dutch","TrainTest/BR","ACT_N",45.3563714902808
"891","TrainTest","BR","IsNederlands","1",2778,"Dutch","Dutch","TrainTest/BR","ACT_P",54.6436285097192
"892","TrainTest","BR","IsNederlands","1",2778,"Dutch","Dutch","TrainTest/BR","PRED_P",32.6853851691865
"893","TrainTest","BR","IsNederlands","1",2778,"Dutch","Dutch","TrainTest/BR","PRED_N",67.3146148308135
"894","TrainTest","BR","IsNederlands","1",2778,"Dutch","Dutch","TrainTest/BR","FPR",24.1269841269841
"895","TrainTest","BR","IsNederlands","1",2778,"Dutch","Dutch","TrainTest/BR","PPV",66.5198237885463
"896","TrainTest","BR","IsNederlands","1",2778,"Dutch","Dutch","TrainTest/BR","TPR",39.7891963109354
"897","TrainTest","BR","IsNederlands","1",2778,"Dutch","Dutch","TrainTest/BR","ERROR",43.8444924406048
"898","TrainTest","BR","IsNederlands","0",506,"Dutch","Not Dutch","TrainTest/BR","TN",36.3636363636364
"899","TrainTest","BR","IsNederlands","0",506,"Dutch","Not Dutch","TrainTest/BR","FP",11.8577075098814
"900","TrainTest","BR","IsNederlands","0",506,"Dutch","Not Dutch","TrainTest/BR","FN",31.2252964426877
"901","TrainTest","BR","IsNederlands","0",506,"Dutch","Not Dutch","TrainTest/BR","TP",20.5533596837945
"902","TrainTest","BR","IsNederlands","0",506,"Dutch","Not Dutch","TrainTest/BR","TOTAL",100
"903","TrainTest","BR","IsNederlands","0",506,"Dutch","Not Dutch","TrainTest/BR","ACT_N",48.2213438735178
"904","TrainTest","BR","IsNederlands","0",506,"Dutch","Not Dutch","TrainTest/BR","ACT_P",51.7786561264822
"905","TrainTest","BR","IsNederlands","0",506,"Dutch","Not Dutch","TrainTest/BR","PRED_P",32.4110671936759
"906","TrainTest","BR","IsNederlands","0",506,"Dutch","Not Dutch","TrainTest/BR","PRED_N",67.5889328063241
"907","TrainTest","BR","IsNederlands","0",506,"Dutch","Not Dutch","TrainTest/BR","FPR",24.5901639344262
"908","TrainTest","BR","IsNederlands","0",506,"Dutch","Not Dutch","TrainTest/BR","PPV",63.4146341463415
"909","TrainTest","BR","IsNederlands","0",506,"Dutch","Not Dutch","TrainTest/BR","TPR",39.6946564885496
"910","TrainTest","BR","IsNederlands","0",506,"Dutch","Not Dutch","TrainTest/BR","ERROR",43.0830039525692
"911","TrainTest","BR","IsWesters","1",2927,"Western","Western","TrainTest/BR","TN",34.2330030748206
"912","TrainTest","BR","IsWesters","1",2927,"Western","Western","TrainTest/BR","FP",11.1035189613939
"913","TrainTest","BR","IsWesters","1",2927,"Western","Western","TrainTest/BR","FN",32.8322514519986
"914","TrainTest","BR","IsWesters","1",2927,"Western","Western","TrainTest/BR","TP",21.8312265117868
"915","TrainTest","BR","IsWesters","1",2927,"Western","Western","TrainTest/BR","TOTAL",100
"916","TrainTest","BR","IsWesters","1",2927,"Western","Western","TrainTest/BR","ACT_N",45.3365220362146
"917","TrainTest","BR","IsWesters","1",2927,"Western","Western","TrainTest/BR","ACT_P",54.6634779637855
"918","TrainTest","BR","IsWesters","1",2927,"Western","Western","TrainTest/BR","PRED_P",32.9347454731807
"919","TrainTest","BR","IsWesters","1",2927,"Western","Western","TrainTest/BR","PRED_N",67.0652545268193
"920","TrainTest","BR","IsWesters","1",2927,"Western","Western","TrainTest/BR","FPR",24.4913338357197
"921","TrainTest","BR","IsWesters","1",2927,"Western","Western","TrainTest/BR","PPV",66.2863070539419
"922","TrainTest","BR","IsWesters","1",2927,"Western","Western","TrainTest/BR","TPR",39.9375
"923","TrainTest","BR","IsWesters","1",2927,"Western","Western","TrainTest/BR","ERROR",43.9357704133926
"924","TrainTest","BR","IsWesters","0",NA,"Western","Not Western","TrainTest/BR","TN",NA
"925","TrainTest","BR","IsWesters","0",NA,"Western","Not Western","TrainTest/BR","FP",NA
"926","TrainTest","BR","IsWesters","0",NA,"Western","Not Western","TrainTest/BR","FN",NA
"927","TrainTest","BR","IsWesters","0",NA,"Western","Not Western","TrainTest/BR","TP",NA
"928","TrainTest","BR","IsWesters","0",NA,"Western","Not Western","TrainTest/BR","TOTAL",NA
"929","TrainTest","BR","IsWesters","0",NA,"Western","Not Western","TrainTest/BR","ACT_N",NA
"930","TrainTest","BR","IsWesters","0",NA,"Western","Not Western","TrainTest/BR","ACT_P",NA
"931","TrainTest","BR","IsWesters","0",NA,"Western","Not Western","TrainTest/BR","PRED_P",NA
"932","TrainTest","BR","IsWesters","0",NA,"Western","Not Western","TrainTest/BR","PRED_N",NA
"933","TrainTest","BR","IsWesters","0",NA,"Western","Not Western","TrainTest/BR","FPR",NA
"934","TrainTest","BR","IsWesters","0",NA,"Western","Not Western","TrainTest/BR","PPV",NA
"935","TrainTest","BR","IsWesters","0",NA,"Western","Not Western","TrainTest/BR","TPR",NA
"936","TrainTest","BR","IsWesters","0",NA,"Western","Not Western","TrainTest/BR","ERROR",NA
"937","TrainTest","AR","geslacht","M",2000,"gender","M","TrainTest/AR","TN",33.65
"938","TrainTest","AR","geslacht","M",2000,"gender","M","TrainTest/AR","FP",8.35
"939","TrainTest","AR","geslacht","M",2000,"gender","M","TrainTest/AR","FN",36.55
"940","TrainTest","AR","geslacht","M",2000,"gender","M","TrainTest/AR","TP",21.45
"941","TrainTest","AR","geslacht","M",2000,"gender","M","TrainTest/AR","TOTAL",100
"942","TrainTest","AR","geslacht","M",2000,"gender","M","TrainTest/AR","ACT_N",42
"943","TrainTest","AR","geslacht","M",2000,"gender","M","TrainTest/AR","ACT_P",58
"944","TrainTest","AR","geslacht","M",2000,"gender","M","TrainTest/AR","PRED_P",29.8
"945","TrainTest","AR","geslacht","M",2000,"gender","M","TrainTest/AR","PRED_N",70.2
"946","TrainTest","AR","geslacht","M",2000,"gender","M","TrainTest/AR","FPR",19.8809523809524
"947","TrainTest","AR","geslacht","M",2000,"gender","M","TrainTest/AR","PPV",71.9798657718121
"948","TrainTest","AR","geslacht","M",2000,"gender","M","TrainTest/AR","TPR",36.9827586206897
"949","TrainTest","AR","geslacht","M",2000,"gender","M","TrainTest/AR","ERROR",44.9
"950","TrainTest","AR","geslacht","V",1356,"gender","F","TrainTest/AR","TN",41.1504424778761
"951","TrainTest","AR","geslacht","V",1356,"gender","F","TrainTest/AR","FP",9.73451327433628
"952","TrainTest","AR","geslacht","V",1356,"gender","F","TrainTest/AR","FN",32.5958702064897
"953","TrainTest","AR","geslacht","V",1356,"gender","F","TrainTest/AR","TP",16.5191740412979
"954","TrainTest","AR","geslacht","V",1356,"gender","F","TrainTest/AR","TOTAL",100
"955","TrainTest","AR","geslacht","V",1356,"gender","F","TrainTest/AR","ACT_N",50.8849557522124
"956","TrainTest","AR","geslacht","V",1356,"gender","F","TrainTest/AR","ACT_P",49.1150442477876
"957","TrainTest","AR","geslacht","V",1356,"gender","F","TrainTest/AR","PRED_P",26.2536873156342
"958","TrainTest","AR","geslacht","V",1356,"gender","F","TrainTest/AR","PRED_N",73.7463126843658
"959","TrainTest","AR","geslacht","V",1356,"gender","F","TrainTest/AR","FPR",19.1304347826087
"960","TrainTest","AR","geslacht","V",1356,"gender","F","TrainTest/AR","PPV",62.9213483146067
"961","TrainTest","AR","geslacht","V",1356,"gender","F","TrainTest/AR","TPR",33.6336336336336
"962","TrainTest","AR","geslacht","V",1356,"gender","F","TrainTest/AR","ERROR",42.330383480826
"963","TrainTest","AR","IsFulltimeParent","1",NA,"IsFulltimeParent","Full-time parent","TrainTest/AR","TN",NA
"964","TrainTest","AR","IsFulltimeParent","1",NA,"IsFulltimeParent","Full-time parent","TrainTest/AR","FP",NA
"965","TrainTest","AR","IsFulltimeParent","1",NA,"IsFulltimeParent","Full-time parent","TrainTest/AR","FN",NA
"966","TrainTest","AR","IsFulltimeParent","1",NA,"IsFulltimeParent","Full-time parent","TrainTest/AR","TP",NA
"967","TrainTest","AR","IsFulltimeParent","1",NA,"IsFulltimeParent","Full-time parent","TrainTest/AR","TOTAL",NA
"968","TrainTest","AR","IsFulltimeParent","1",NA,"IsFulltimeParent","Full-time parent","TrainTest/AR","ACT_N",NA
"969","TrainTest","AR","IsFulltimeParent","1",NA,"IsFulltimeParent","Full-time parent","TrainTest/AR","ACT_P",NA
"970","TrainTest","AR","IsFulltimeParent","1",NA,"IsFulltimeParent","Full-time parent","TrainTest/AR","PRED_P",NA
"971","TrainTest","AR","IsFulltimeParent","1",NA,"IsFulltimeParent","Full-time parent","TrainTest/AR","PRED_N",NA
"972","TrainTest","AR","IsFulltimeParent","1",NA,"IsFulltimeParent","Full-time parent","TrainTest/AR","FPR",NA
"973","TrainTest","AR","IsFulltimeParent","1",NA,"IsFulltimeParent","Full-time parent","TrainTest/AR","PPV",NA
"974","TrainTest","AR","IsFulltimeParent","1",NA,"IsFulltimeParent","Full-time parent","TrainTest/AR","TPR",NA
"975","TrainTest","AR","IsFulltimeParent","1",NA,"IsFulltimeParent","Full-time parent","TrainTest/AR","ERROR",NA
"976","TrainTest","AR","IsFulltimeParent","0",2846,"IsFulltimeParent","Not full-time parent","TrainTest/AR","TN",34.328882642305
"977","TrainTest","AR","IsFulltimeParent","0",2846,"IsFulltimeParent","Not full-time parent","TrainTest/AR","FP",9.20590302178496
"978","TrainTest","AR","IsFulltimeParent","0",2846,"IsFulltimeParent","Not full-time parent","TrainTest/AR","FN",35.4181307097681
"979","TrainTest","AR","IsFulltimeParent","0",2846,"IsFulltimeParent","Not full-time parent","TrainTest/AR","TP",21.047083626142
"980","TrainTest","AR","IsFulltimeParent","0",2846,"IsFulltimeParent","Not full-time parent","TrainTest/AR","TOTAL",100
"981","TrainTest","AR","IsFulltimeParent","0",2846,"IsFulltimeParent","Not full-time parent","TrainTest/AR","ACT_N",43.53478566409
"982","TrainTest","AR","IsFulltimeParent","0",2846,"IsFulltimeParent","Not full-time parent","TrainTest/AR","ACT_P",56.46521433591
"983","TrainTest","AR","IsFulltimeParent","0",2846,"IsFulltimeParent","Not full-time parent","TrainTest/AR","PRED_P",30.2529866479269
"984","TrainTest","AR","IsFulltimeParent","0",2846,"IsFulltimeParent","Not full-time parent","TrainTest/AR","PRED_N",69.7470133520731
"985","TrainTest","AR","IsFulltimeParent","0",2846,"IsFulltimeParent","Not full-time parent","TrainTest/AR","FPR",21.1460855528652
"986","TrainTest","AR","IsFulltimeParent","0",2846,"IsFulltimeParent","Not full-time parent","TrainTest/AR","PPV",69.5702671312427
"987","TrainTest","AR","IsFulltimeParent","0",2846,"IsFulltimeParent","Not full-time parent","TrainTest/AR","TPR",37.2744243932794
"988","TrainTest","AR","IsFulltimeParent","0",2846,"IsFulltimeParent","Not full-time parent","TrainTest/AR","ERROR",44.6240337315531
"989","TrainTest","AR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","TrainTest/AR","TN",NA
"990","TrainTest","AR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","TrainTest/AR","FP",NA
"991","TrainTest","AR","IsParttimeParent","1",NA,"IsParttimeParent","Part-time parent","TrainTest/AR","FN",NA
